filename,title,prefix,namespace_uri,description,parse_success,metadata_completeness_pct,class_count,property_count,axiom_count,annotation_coverage_pct,comment_coverage_pct,has_license,has_version,has_creators,has_embedded_doi,paper_count,top_paper_titles,top_paper_urls,paper_match_types,web_result_count,top_web_titles,top_web_urls,web_result_types
ifc,IFC4_ADD2_TC1,ifc,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL#,"Translates the IFC schema into OWL to represent BIM data as RDF graphs. Created via EXPRESS_to_OWL conversion for semantic interoperability across systems. For further reference, see https://technical.buildingsmart.org/standards/ifc/ifc-schema-specifications/.",True,69.2,1408,1585,0,0.0,0.0,True,False,True,False,0,,,,4,IFC4_ADD2_TC1 | ifcOWL ontology (IFC4_ADD2_TC1) - buildingSMART.org | ifcOWL ontology (IFC4_ADD2_TC1) | Support of IFC4_ADD2_TC1 · Issue #320 · xBimTeam/XbimGeometry,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL# | https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL/ | https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL/index.html | https://github.com/xBimTeam/XbimGeometry/issues/320,"github_repo:1, other:3"
into,Infrastructure Topology Ontology,into,https://app.korfin.de/ontology/into#,The Infrastructure Topology Ontology (INTO) allows the definition of topologies that represent the infrastructure network and supports the modeling of microtopologies and all macrotopologies at higher abstraction levels as well as additional linking components for connecting the topology with geometry.,True,76.9,11,19,0,100.0,0.0,True,True,True,False,0,,,,1,Infrastructure Topology Ontology,https://app.korfin.de/ontology/into#,documentation:1
io,Information Objects Ontology,io,http://bimerr.iot.linkeddata.es/def/information-objects#,Information object for adding information to building elements. It provides structured semantics for attaching and managing descriptive information supporting traceability coordination and integration of renovation related data within BIM enabled workflows.,True,76.9,1,17,0,55.6,0.0,True,True,True,False,0,,,,4,Information Objects Ontology | Information Objects ontology | Interoperable Europe Portal | GitHub - oeg-upm/bimerr-information-objects: Repository for the Information Objects Ontology,http://bimerr.iot.linkeddata.es/def/information-objects# | https://bimerr.iot.linkeddata.es/def/information-objects/ | https://interoperable-europe.ec.europa.eu/collection/linked-open-vocabularies/solution/information-objects-ontology | https://github.com/oeg-upm/bimerr-information-objects,"documentation:3, github_repo:1"
ioc,IOC: Internet of Construction Ontology,ioc,http://w3id.org/ioc#,"The Internet of Construction Process Ontology (ioc) is a top-level ontology for describing processes and process-data in the domain of construction. It is a ongoing work as part of the research project Internet of Construction lead by Prof. Dr. Sigrid Brell-Cokcan. The research is funded by the Federal Ministry of Education and Research of Germany within the indirective on a joint funding initiative in the field of innovation for production, services and labor of tomorrow.",True,76.9,27,51,0,98.4,0.0,True,True,True,False,0,,,,2,Internet of Construction Process Ontology (ioc) | Bioregistry - IOC: Internet of Construction Ontology,http://w3id.org/ioc# | https://bioregistry.io/registry/tib.ioc,"official_namespace:1, other:1"
iot,IoT ontology,iot,https://cogito.iot.linkeddata.es/def/iot#,The COGITO IoT ontology aims at modelling IoT devices and their measurements in the construction domain.,True,76.9,12,17,0,100.0,0.0,True,True,True,False,1,Unified IoT ontology to enable interoperability and federation of testbeds,https://openalex.org/W2586401762,ontology_family:1,8,IoT ontology | Four branches for an IoT ontology | Unied IoT Ontology to Enable Interoperability | GDPR-inspired IoT Ontology enabling Semantic | An IoT ontology for cross-domain smart applications,https://cogito.iot.linkeddata.es/def/iot# | https://badryan.github.io/2016/02/16/four-branches-for-an-iot-ontology.html | https://repositorio.unican.es/xmlui/bitstream/handle/10902/11114/UnifiedIoTOntology.pdf?sequence=1&isAllowed=y | https://arxiv.org/pdf/2012.10314 | https://www.embedded.com/an-iot-ontology-for-cross-domain-smart-applications/,"documentation:4, other:1, paper:3"
isoprops,ISO 23386 Property Ontology (ISOProps),isoprops,https://rub-informatik-im-bauwesen.github.io/ir-ontologies/isoprops/isoprops.html,"Implements standardized property assignments based on ISO-23386. Defines classes like AssignedProperty, Dictionary, and DictionarySubset to describe property references, dictionary structures, and values within data dictionaries for construction objects.",True,69.2,6,60,0,89.6,0.0,True,True,True,False,0,,,,4,"ISO 23386 Property Ontology (ISOProps) Orcid logo Orcid logo Orcid logo | Iso (@isoprops) | истории, Spotlight и линзы Snapchat | Follow Isoprops.com on DubClub for sports picks and analysis | Linked Open Vocabularies",https://rub-informatik-im-bauwesen.github.io/ir-ontologies/isoprops/isoprops.html | https://www.snapchat.com/@isoprops | https://dubclub.win/Isoprops.com/ | https://lov.linkeddata.es/dataset/lov/vocabs/isoprops,"documentation:2, other:2"
jup,Ontology of Building Accessibility,jup,http://w3id.org/charta77/jup,"The vocabulary of building accessibility was created within the project Maps without Barriers realized under Charta 77 Foundation – Barriers Account. It is based on the Object Accessibility Categorization Methodology, however, it is completed with entities arising from the needs of the project. This vocabulary is also part of a diploma thesis entitled Ontology of Building Accessibility. The project is co-financed from resources provided by the European Union and European Regional Development Fund.",True,61.5,0,0,0,0.0,0.0,True,True,False,False,0,,,,1,Ontology of Building Accessibility,http://w3id.org/charta77/jup,official_namespace:1
kpi,Key Performance Indicator ontology,kpi,http://bimerr.iot.linkeddata.es/def/key-performance-indicator#,"The Key Performance Indicator Ontology aims to model the metrics defined at the beginning of building renovation activities to monitor the conformance with typical requirements related to energy efficient buildings. The conceptualization proposed also focuses on the relation between KPIs, projects and scenarios.",True,76.9,17,39,0,86.5,0.0,True,True,True,False,2,Continuous calculation of key performance indicators for buildings through an application layer connected to a knowledge graph | Enhancing energy management at district and building levels via an EM-KPI ontology,https://openalex.org/W7154818686 | https://openalex.org/W2906464847,exact_ontology:2,2,Key Performance Indicator ontology,http://bimerr.iot.linkeddata.es/def/key-performance-indicator# | https://bimerr.iot.linkeddata.es/def/key-performance-indicator/,documentation:2
lca-c-renovation,LCA-C Ontology,lca-c-renovation,,"Facilitates life-cycle assessment and life-cycle costing for renovation projects. Defines physical features, environmental and cost indicators, renovation products, and LCA/LCC workflows to support holistic evaluation of renovation options",True,61.5,0,0,0,0.0,0.0,True,True,False,False,0,,,,0,,,
loin,Level of Information Need (LOIN) Ontology,loin,https://w3id.org/loin#,"The Level of Information Need (LOIN) Ontology is defined for specifying information requirements for delivery of data in a buildings' life cycle. The LOIN ontology is based on the standard BS EN 17412-1 (2020). Furthermore, it is extended with vocabulary for connecing Information Delivery Specifications (IDS) and Information containers for linked document delivery (ICDD) as per ISO 21597-1 (2020).",True,76.9,47,62,0,81.5,0.0,True,True,True,False,0,,,,2,Level of Information Need (LOIN) Ontology Orcid logo Orcid logo Orcid logo | Level of Information Need (LOIN) Ontology,https://w3id.org/loin# | https://rub-informatik-im-bauwesen.github.io/ir-ontologies/loin/loin.html,"documentation:1, official_namespace:1"
mat,Material properties ontology,mat,http://bimerr.iot.linkeddata.es/def/material-properties#,"The purpose of this ontology is the description of building components and materials. The materials taxonomy is taken from the Building Components and Materials Database used in the BIMERR Project. Finally, the structure for the association of features of interest, properties and their values follows the SAREF Ontology",True,76.9,140,21,0,17.9,0.0,True,True,True,False,1,Leveraging semantic web rule languages to define modeling assumptions for the structural analysis of unreinforced masonry buildings,https://openalex.org/W4405822094,exact_ontology:1,4,Material properties ontology | Material properties ontology - StandICT.eu | GitHub - oeg-upm/bimerr-material-properties: BIMERR ontology for the material properties domain,http://bimerr.iot.linkeddata.es/def/material-properties# | https://bimerr.iot.linkeddata.es/def/material-properties/ | https://standict.eu/standards-repository/material-properties-ontology | https://github.com/oeg-upm/bimerr-material-properties,"documentation:3, github_repo:1"
core,Materials Design Ontology - Core Module,core,https://w3id.org/mdo/core/,"MDO is an ontology for materials design field, representing the domain knowledge specifically related to solid-state physics and computational materials science.",True,76.9,13,13,0,93.3,0.0,True,True,True,False,0,,,,3,Materials Design Ontology - Core Module | Materials Design Ontology - Core Module - GitHub Pages,https://w3id.org/mdo/core/ | https://huanyu-li.github.io/mdo/core/1.0/index.html | https://liusemweb.github.io/mdo/core/1.1/index.html,"documentation:2, official_namespace:1"
mep,Distribution Element Ontology,mep,https://pi.pauwel.be/voc/distributionelement/index-en.html,"The Distribution Element Ontology provides an ontology based on the IfcDistributionElement subtree in the IFC specification, containing a taxonomy of classes that allow to define common distribution elements (actuators, flowterminals, ...).",True,69.2,484,1,0,99.4,0.0,True,True,True,False,0,,,,1,Distribution Element Ontology,https://pi.pauwel.be/voc/distributionelement/index-en.html,other:1
mns,Modelling and Standards Ontology,mns,https://w3id.org/mns#,"This ontology is developed to make the BIM Standards Landscape Explorer machine-readable on one hand, and also to create a connction between standards and other datasets and ontologies. This is a project from EC3 Modelling and Standards Committee. This is work-in-progress.",True,76.9,19,28,0,70.8,0.0,True,True,True,True,1,BIM Knowledge in Context: Linked (Meta)Data Towards Machine-interpretable Standards,https://doi.org/10.35490/ec3.2025.439,exact_ontology:1,1,Modelling and Standards Ontology,https://w3id.org/mns#,official_namespace:1
mpo,Material Passport Ontology,mpo,,"MPO represents manufactured products, components, and materials. The ontology includes sustainability and composition properties, as well as the physical and temporal properties necessary for the dynamic calculation of the Material Circularity Indicator (MCI) and Linear Flow Index (LFI).",True,53.8,0,0,0,0.0,0.0,True,False,False,False,5,Towards circular cities: directions for a material passport ontology | A Material Passport Ontology for a circular economy | A Proposed Material Passport Ontology to Enable Circularity for Industrialized Construction,https://openalex.org/W4285082909 | https://openalex.org/W7134890132 | https://openalex.org/W7133329641 | https://openalex.org/W4411312577 | https://openalex.org/W3200404924,exact_ontology:5,0,,,
nen2660,"NEN 2660-2:2022 - Rules for information modelling of the built environment - Normative classes and properties (RDFS, OWL, and SHACL)",nen2660,https://w3id.org/nen2660/def#,"The NEN 2660 ontologies provide a standardized framework for information modeling in the built environment, aligning with the NEN 2660-2:2022 standard. Defines the core classes and properties for modeling entities, activities, and their relationships within the built environment, utilizing RDFS, OWL, and SHACL.",True,53.8,53,37,0,0.0,0.0,False,False,False,False,0,,,,3,NEN 2660 – NEN 2660 | GitHub - nl-digigo/nen2660: Regels voor informatiemodellering van de gebouwde omgeving (NEN 2660-2:2021) | Linked Open Vocabularies,https://w3id.org/nen2660/def# | https://github.com/nl-digigo/nen2660 | https://lov.linkeddata.es/dataset/lov/vocabs/nen2660,"documentation:1, github_repo:1, official_namespace:1"
obpa,Ontology for Building Permit Authorities,obpa,https://sebseis.github.io/OBPA/,An ontology that covers a semantic representation of a building permit authority along with a subprocess of the building permit process called the assignment process. The assignment process describes how and on what basis building applications are assigned to appropriate building officials.,True,61.5,0,0,0,0.0,0.0,False,True,False,False,2,Ontology for building permit authorities (OBPA) for advanced building permit processes | ALIGNING MULTI-DOMAIN ONTOLOGIES TO AUTOMATE BUILDING PERMIT REVIEW PROCESSES,https://openalex.org/W4387827151 | https://openalex.org/W7125229486,exact_ontology:2,7,Ontology for building permit authorities | (PDF) Ontology for building permit authorities (OBPA) for... | Ontology for building permit authorities (OBPA) for advanced... | Ontology for building permit authorities (OBPA) for... | CoLab | Ontology for building permit authorities (OBPA) for advanced ...,https://sebseis.github.io/OBPA/ | https://www.researchgate.net/publication/374880049_Ontology_for_building_permit_authorities_OBPA_for_advanced_building_permit_processes | https://repositum.tuwien.at/bitstream/20.500.12708/190528/1/Fauth-2023-Advanced+Engineering+Informatics-vor.pdf | https://colab.ws/articles/10.1016/j.aei.2023.102216 | https://www.sciencedirect.com/science/article/pii/S1474034623003440,"documentation:2, other:2, paper:3"
ocqa,Ontology for Construction Quality Assurence (OCQA),ocqa,https://w3id.org/ocqa#,"OCQA is designed to represent explicit knowledge about the domain of quality inspection planning. The ontology is intended to provide a standardized vocabulary for describing concepts, entities, and relationships relevant to inspection planning in construction execution.",True,76.9,46,38,0,25.7,0.0,True,True,True,False,1,Expressive Completeness of Existential Rule Languages for Ontology-based Query Answering,https://openalex.org/W2337737047,exact_ontology:1,3,Ontology for Construction Quality Assurence (OCQA),https://w3id.org/ocqa# | https://sebseis.github.io/ | https://sebseis.github.io/OCQA/,"documentation:2, official_namespace:1"
ofo,Occupant Feedback Ontology,ofo,https://w3id.org/ofo#,The aim of the Occupant Feedback Ontology is to semantically describe passive and active occupant feedback and to enable integration of this feedback with linked building data. Specifies the location of the occupants as in the building spaces.,True,76.9,11,38,0,100.0,0.0,True,True,True,False,1,Personal indoor comfort models through knowledge discovery in cross-domain semantic digital twins,https://openalex.org/W4405142838,exact_ontology:1,1,Occupant Feedback Ontology,https://w3id.org/ofo#,official_namespace:1
omg,OMG: Ontology for Managing Geometry,omg,http://w3id.org/omg#,OMG is an ontology for describing geometry descriptions of objects. It provides means to support the application of multiple geometry descriptions of the same object as well as the description of the geometry evolution over time. The OMG is based the concepts introduced in the Ontology for Property Management (OPM) ontology.,True,76.9,7,19,0,83.3,0.0,True,True,True,False,1,Including widespread geometry schemas into Linked Data-based BIM applied to built heritage,https://openalex.org/W3013345547,exact_ontology:1,3,OMG: Ontology for Managing Geometry | OMG: Ontology for Managing Geometry – Ontologies Catalogue | OMG: Ontology for Managing Geometry - annawagner.github.io,http://w3id.org/omg# | https://ontologies.buildingdigitaltwin.org/ontology/omg-ontology-for-managing-geometry/ | https://annawagner.github.io/omg/,"documentation:2, official_namespace:1"
onem2m,oneM2M Base Ontology,onem2m,,"oneM2M (The Global Community That Develops Standards For IoT )'s Base Ontology constitutes a basis framework for specifying the_x000D_
semantics of data that are handled in oneM2M. Sub-classes of some of its_x000D_
concepts are expected to be defined by other bodies in order to enable_x000D_
semantic interworking. In particular interworking with non-oneM2M_x000D_
systems (e.g. Area Networks and their devices) should be facilitated.",True,46.2,29,40,0,98.4,0.0,False,True,False,False,5,Toward semantic interoperability in oneM2M architecture | Ontology-driven Device Descriptions for IoT Network Management | Semantic Interoperability between IEC 61850 and oneM2M for IoT-Enabled Smart Grids | A cloud-IoT model for reconfigurable radio sensing: The Radio.Sense platform | Recent advancements in the Internet-of-Things related standards: A oneM2M perspective,https://openalex.org/W2207118533 | https://openalex.org/W2901822845 | https://openalex.org/W3151285204 | https://openalex.org/W2801038921 | https://openalex.org/W2514286873,exact_ontology:5,10,"4 - Towards Semantic IoT, oneM2M Base Ontology | ITU-T Y.4500.12 - oneM2M base ontology | GlobalSpec | Y.4500.12 : oneM2M base ontology | oneM2M base ontology core concepts | Download Scientific Diagram | oneM2M base ontology: How to finish a sample and... - Stack Overflow",https://docbox.etsi.org/Workshop/2016/201611_M2MIoTWS/00_DEVELOPERS_TUTORIAL/04_SENSINOV_Towards_Semantic_IoT_oneM2M_base_Ontology.pdf | https://standards.globalspec.com/std/10389170/itu-t-y-4500-12 | https://www.itu.int/rec/T-REC-Y.4500.12/_page.print | https://www.researchgate.net/figure/oneM2M-base-ontology-core-concepts_fig2_334084550 | https://stackoverflow.com/questions/77654563/onem2m-base-ontology-how-to-finish-a-sample-and-simple-instantiation,"documentation:2, other:4, paper:4"
OntoCityGML,CityGML Ontology,OntoCityGML,,Owl version of CityGML.  It enables modelling of urban objects and city structures supporting interoperability between geographic information systems and semantic web technologies for city scale applications.,True,46.2,0,0,0,0.0,0.0,False,True,False,False,4,An ontology‐based rule mapping approach for integrating <scp>IFC</scp> and <scp>CityGML</scp> | Semantic 3D City Database — An enabler for a dynamic geospatial knowledge graph | Semantic 3D city interfaces—Intelligent interactions on dynamic geospatial knowledge graphs | Integrating 3D City Data through Knowledge Graphs,https://openalex.org/W4392656646 | https://openalex.org/W3189885690 | https://openalex.org/W4386488130 | https://openalex.org/W4387800226,"exact_ontology:3, reuse_application:1",1,CityGML Ontology,https://smartcity.linkeddata.es/ontologies/cui.unige.chcitygml2.0.html,documentation:1
ontonav,Indoor Navigation Ontology,ontonav,,"Defines semantic models for indoor route guidance, including navigation paths, spatial context, and user motion states. It supports ontology-based pedestrian navigation systems by structuring user profiles, path suggestions, and spatial semantics at the space and element level",True,53.8,0,0,0,0.0,0.0,False,True,False,False,10,OntoNav: a semantic indoor navigation system | An approach based on the ifcOWL ontology to support indoor navigation | The ontology driven SLAM based indoor localization technique | The Ontology Driven Indoor Positioning System Based On BLE Beacon Localization | Semantic-Linked Data Ontologies for Indoor Navigation System in Response to COVID-19,https://openalex.org/W1493655008 | https://openalex.org/W3010015882 | https://openalex.org/W3130842335 | https://openalex.org/W4280528288 | https://openalex.org/W3201053919,exact_ontology:10,3,OntoNav: A Semantic Indoor Navigation System | (PDF) OntoNav: A Semantic Indoor Navigation System,https://ceur-ws.org/Vol-165/paper14.pdf | http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-165/paper14.pdf | https://www.researchgate.net/publication/237021171_OntoNav_A_Semantic_Indoor_Navigation_System,paper:3
op,Occupancy Profile ontology,op,http://bimerr.iot.linkeddata.es/def/occupancy-profile#,The Occupancy Profile ontology has been developed to represent people’s behavior inside buildings with a focus on the energy impact their actions produce. This ontology has been developed using the Occupancy Behavior XML Schema.,True,76.9,68,63,0,96.3,0.0,True,True,True,False,0,,,,3,Occupancy Profile ontology | bimerr.iot.linkeddata.es/def/occupancy-profile/ontology.xml | Occupancy Profile ontology - LinkedData.es,http://bimerr.iot.linkeddata.es/def/occupancy-profile# | https://bimerr.iot.linkeddata.es/def/occupancy-profile/ontology.xml | https://bimerr.iot.linkeddata.es/def/occupancy-profile/,documentation:3
opm,OPM: Ontology for Property Management,opm,http://www.w3id.org/opm#,The Ontology for Property Management (OPM) is an ontology for describing temporal properties that are subject to changes as the building design evolves.,True,76.9,12,10,0,94.7,0.0,True,True,True,False,0,,,,2,Ontology for Property Management | GitHub - w3c-lbd-cg/opm: Ontology for Property Management,http://www.w3id.org/opm# | https://github.com/w3c-lbd-cg/opm,"github_repo:1, official_namespace:1"
ph,Project Haystack,ph,https://project-haystack.org/def/ph/4.0.0#,"We standardize semantic data models and web services with the goal of making it easier to unlock value from the vast quantity of data being generated by the smart devices that permeate our homes, buildings, factories, and cities.

Applications include automation, control, energy, HVAC, lighting, and other environmental systems.",True,61.5,0,0,0,0.0,0.0,True,True,False,False,3,Comparison of Brick and Project Haystack to Support Smart Building Applications | Formalizing Tag-Based Metadata With the Brick Ontology | An ontology design pattern for IoT device tagging systems,https://openalex.org/W4280536417 | https://openalex.org/W3089114682 | https://openalex.org/W2203874049,exact_ontology:3,9,Project Haystack | Ontology – Project Haystack | docHaystack – Project Haystack | Async Project Haystack client and ontology library for Python | Project Haystack — Innon Energy LTD,https://project-haystack.org/def/ph/4.0.0# | https://project-haystack.org/doc/docHaystack/Ontology | https://project-haystack.org/doc/docHaystack/index | https://pypi.org/project/haystack-py/ | https://www.innon.com/pages/project-haystack,"documentation:1, other:5, paper:3"
process,Process Ontology,process,https://cogito.iot.linkeddata.es/def/process#,The COGITO Process ontology aims at modelling the construction process. It provides semantic structures to represent workflows activities and dependencies supporting planning coordination and analysis of construction processes within digital construction environments.,True,76.9,19,57,0,100.0,0.0,True,True,True,False,7,An Ontology Framework for Semantic Business Process Management | Bringing Semantics to Web Services with OWL-S | Grounding Software Domain Ontologies in the Unified Foundational Ontology (UFO): The case of the ODE Software Process Ontology. | Process Ontology Specification for Enhancing the Process Compliance of a Measurement and Evaluation Strategy | Is there leadership in a fluid world? Exploring the ongoing production of direction in organizing,https://openalex.org/W2112979142 | https://openalex.org/W2011562771 | https://openalex.org/W331566380 | https://openalex.org/W2206429962 | https://openalex.org/W2337449199,exact_ontology:7,10,"Process Ontology | Manufacturing process ontology | (PDF) A Process Ontology | Food Process Ontology Requirements | Process Philosophy, Process Ontology, Ontology of Beco...",https://cogito.iot.linkeddata.es/def/process# | https://ksi.cpsc.ucalgary.ca/KAW/KAW96/borst/node8.html | https://www.seslink.org/projects-2/process-ontology/ | https://grokipedia.com/page/Manufacturing_process_ontology | https://www.academia.edu/150266414/A_Process_Ontology,"documentation:5, other:3, paper:2"
quality,Quality Ontology,quality,https://cogito.iot.linkeddata.es/def/quality#,The COGITO Quality ontology aims at modelling the construction quality domain. It models quality requirements assessments and related information enabling structured representation and integration of construction quality data across project phases.,True,76.9,16,38,0,100.0,0.0,True,True,True,False,2,ElicitO: A Quality Ontology-Guided NFR Elicitation Tool | A semiotic metrics suite for assessing the quality of ontologies,https://openalex.org/W1542639271 | https://openalex.org/W2149040964,exact_ontology:2,10,"Quality Ontology | On Quality Ontology | SpringerLink | Quality | (PDF) An ontology for quality management—enabling quality... | Ontology quality, ontology design patterns and competency questions",https://cogito.iot.linkeddata.es/def/quality# | https://link.springer.com/chapter/10.1007/978-3-030-81492-2_4 | https://fz-hannou.github.io/Omega-X/QualityOntology.html | https://www.academia.edu/70546749/An_ontology_for_quality_management_enabling_quality_problem_identification_and_tracing | http://ontolog.cim3.net/file/work/OntologySummit2012/2012-02-23_Ontology-Quality-in-Big-Systems/Ontology-Quality_Design-patterns_Competency--NicolaGuarino_20120223.pdf,"documentation:5, paper:5"
rdo,Roof Damage Ontology,rdo,https://w3id.org/rdo#,"This ontology provides a semantic framework for representing roof condition inspection information, including roofs and roof pitches, inspections, orthophotos, and image-derived defect observations. It is designed to support structured documentation, querying, and interoperability within digital twin–based workflows for roof condition monitoring and maintenance, particularly in the context of existing and heritage buildings.",True,76.9,38,42,0,79.4,0.0,True,True,True,False,0,,,,1,Roof Damage Ontology,https://w3id.org/rdo#,official_namespace:1
rec,RealEstateCore,rec,,RealEstateCore is a common language that enable control over buildings and development of new services. RealEstateCore is a domain ontology preparing buildings to interact with the Smart City. It bridges existing standards and find the common denominators at the space and asset level.,True,61.5,0,0,0,0.0,0.0,True,True,False,False,2,The RealEstateCore Ontology | Indoor Climate as a Service: a digitalized approach to building performance management,https://openalex.org/W2981278439 | https://openalex.org/W3107833550,exact_ontology:2,10,The RealEstateCore Ontology | The RealEstateCore Ontology | Springer Nature Link | INTRODUCTION – RealEstateCore | What is an ontology? - RealEstateCore Developer Pages | Introduction to the RealEstateCore Ontology | ABB Ability™ BuildingPro Suites,https://hammar.dev/downloads/hammar2019realestatecore.pdf | https://link.springer.com/chapter/10.1007/978-3-030-30796-7_9 | https://www.realestatecore.io/introduction/ | https://dev.realestatecore.io/docs/ | https://docs.buildings.ability.abb/collection/academy/introduction-to-ontologies/introduction-to-the-realestatecore-ontology,"documentation:1, other:5, paper:4"
reloc,Relative Location Ontology,reloc,https://w3id.org/reloc#,"The Relative Location Ontology (RELOC) enables the expression of the spatial relationship between two objects using directional-topological terms. The ontology is designed to be compatible with the natural language-based approach of describing relative locations, enabling the conversion of existing location descriptions into structured spatial graph representations. The ontology provides directional, axis-related properties (e.g., longitudinal axis: front, center, rear) and topological properties (e.g., meet, contained in, intersect). These properties are finally merged into combined properties (e.g., containedInFront) to reflect the spatial information of statements like 'A is in the front part of B'. The application context of the RELOC Ontology is the processing of existing damage documentation of bridges.",True,76.9,2,46,0,100.0,0.0,True,True,True,False,0,,,,4,Relative Location Ontology | Graphical overview table of the RELOC Ontology properties,https://w3id.org/reloc# | https://annegoebels.github.io/reloc/ | https://annegoebels.github.io/reloc/OOPSevaluation/oopsEval.html | https://www.researchgate.net/figure/Graphical-overview-table-of-the-RELOC-Ontology-properties_fig1_381472743,"documentation:2, official_namespace:1, paper:1"
reno-inst,Reno-Inst Ontology,reno-inst,,"The Reno-Inst ontology was developed to represent concepts related to the installation of renovation elements in order to support the planning and scheduling of construction activities in residential building renovation projects. The ontology covers the installation of windows, ETICS panels, and radiators, which are common renovation elements. Other elements could be easily included. The ontology includes information on physical features, general installation procedures, constraints that should be considered, and additional elements such as workforce, time, and tools requirements.",True,69.2,122,43,0,0.0,0.0,True,True,True,False,4,Reno-Inst: An ontology to support renovation projects planning and renovation products installation | BIM-SPEED D2.2 BIM Family ontologies,https://openalex.org/W4243592588 | https://openalex.org/W3200125924 | https://openalex.org/W4286920326 | https://openalex.org/W3104325257,exact_ontology:4,4,Reno-Inst: An ontology to support renovation projects planning and... | Reno-Inst: An ontology to support renovation projects... | J-GLOBAL | Reno-Inst: An ontology to support renovation projects planning and renovation products installation,https://api-depositonce.tu-berlin.de/server/api/core/bitstreams/1b0c5852-6447-4657-ac9f-b36e16aa6065/content | https://www.researchgate.net/publication/354999671_Reno-Inst_An_ontology_to_support_renovation_projects_planning_and_renovation_products_installation | https://jglobal.jst.go.jp/en/detail?JGLOBAL_ID=202102266523595380 | https://zenodo.org/records/5604214,"other:2, paper:2"
renp,Renovation Processes and Work Orders Ontology,renp,http://bimerr.iot.linkeddata.es/def/renovation-process#,Process ontology developed in the context of building renovation. It models renovation related workflows tasks relationships and temporal aspects enabling semantic description analysis and coordination of renovation processes within BIM based project environments.,True,76.9,11,43,0,46.2,0.0,True,True,True,False,0,,,,3,Renovation Process Ontology | GitHub - oeg-upm/bimerr-renovation-process: Repository for the renovation process ontology.,http://bimerr.iot.linkeddata.es/def/renovation-process# | https://bimerr.iot.linkeddata.es/def/renovation-process/ | https://github.com/oeg-upm/bimerr-renovation-process,"documentation:2, github_repo:1"
resource,Resource ontology,resource,https://cogito.iot.linkeddata.es/def/resource#,The COGITO Resource ontology aims at modelling resources in the construction domain. It represents labour equipment and material resources and supports semantic linking between resources processes and facilities within digital construction workflows.,True,76.9,9,10,0,100.0,0.0,True,True,True,False,7,Library resources semantization based on resource ontology | A general Sensor Web Resource Ontology for atmospheric observation | A generic enterprise resource ontology | Ontologies as a semantic model in IoT | Research on personalized recommendation of MOOC resources based on ontology,https://openalex.org/W1513613316 | https://openalex.org/W2098107096 | https://openalex.org/W2106377821 | https://openalex.org/W2886285693 | https://openalex.org/W4313051060,exact_ontology:7,10,Resource ontology | Biomedical Resource Ontology - Nature | Library resources semantization based on resource ontology | A GENERIC ENTERPRISE RESOURCE ONTOLOGY | Resource Ontology - an overview | ScienceDirect Topics,https://cogito.iot.linkeddata.es/def/resource# | https://www.nature.com/articles/npre.2011.6354.1.pdf | https://pure.ecnu.edu.cn/en/publications/library-resources-semantization-based-on-resource-ontology/ | http://www.eil.utoronto.ca/wp-content/uploads/enterprise-modelling/papers/res_ontology.pdf | http://stl0.mie.utoronto.ca/publications/fadel-wetice94.pdf,"documentation:4, other:1, paper:5"
safety,Safety Ontology,safety,https://cogito.iot.linkeddata.es/def/safety#,The COGITO Safety ontology aims at modelling the safety of the construction domain. It models safety related resources facilities and conditions enabling semantic description and integration of safety information within digital construction and monitoring systems.,True,76.9,14,11,0,100.0,0.0,True,True,True,False,8,Ontology-Based Semantic Modeling of Safety Management Knowledge | Construction safety ontology development and alignment with industry foundation classes (IFC) | Hazard ontology and 4D benchmark model for facilitation of automated construction safety requirement analysis | Ontology-based semantic modeling of construction safety knowledge: Towards automated safety planning for job hazard analysis (JHA) | An ontology-based approach of automatic compliance checking for structural fire safety requirements,https://openalex.org/W2097233727 | https://openalex.org/W4206720898 | https://openalex.org/W4322767025 | https://openalex.org/W2056918233 | https://openalex.org/W4390043327,exact_ontology:8,10,Safety Ontology | A Core Ontology of Safety Risk Concepts | (PDF) Construction safety ontology development and alignment with... | Ontology-Based Semantic Modeling of Safety Management Knowledge | Ontology for safety risk identification in metro construction,https://cogito.iot.linkeddata.es/def/safety# | https://inria.hal.science/hal-01647717/file/430524_1_En_11_Chapter.pdf | https://www.researchgate.net/publication/357159349_Construction_safety_ontology_development_and_alignment_with_industry_foundation_classes_IFC | https://www.academia.edu/123271789/Ontology_Based_Semantic_Modeling_of_Safety_Management_Knowledge | https://www.researchgate.net/publication/334838305_Ontology_for_safety_risk_identification_in_metro_construction,"documentation:3, github_repo:1, other:2, paper:4"
